subject,H.period,UD.period.t,H.t,UD.t.i,H.i,UD.i.e,H.e,UD.e.five,H.five,UD.five.Shift.r,H.Shift.r,UD.Shift.r.o,H.o,UD.o.a,H.a,UD.a.n,H.n,UD.n.l,H.l,UD.l.Return,H.Return
55,0.0916,0.0318,0.0979,0.0079,0.0771,-0.0053,0.1248,0.0179,0.0947,0.1053,0.1338,-0.0082,0.0631,0.0626,0.0947,-0.0327,0.0594,0.1118,0.0844,0.0732,0.1155
55,0.0894,0.0205,0.0950,0.0206,0.0768,-0.0095,0.1095,0.0119,0.0915,0.1198,0.1258,-0.0103,0.0694,0.0433,0.1079,-0.0467,0.0563,0.1076,0.0913,0.0714,0.1261
55,0.0963,0.0308,0.0836,0.0182,0.0842,-0.0130,0.0945,0.0609,0.0836,0.1148,0.1132,0.0024,0.0675,0.0462,0.0562,0.0043,0.0591,0.1100,0.0834,0.0603,0.1316
55,0.0847,0.0369,0.1021,0.0035,0.0810,-0.0053,0.1005,0.0433,0.0683,0.1338,0.1160,-0.0072,0.0800,0.0494,0.0768,-0.0055,0.0660,0.1118,0.0818,0.0896,0.1090
55,0.1066,0.0086,0.0810,0.0285,0.0852,0.2885,0.0913,0.1427,0.1195,0.1615,0.0755,0.0101,0.0702,0.1085,0.0869,-0.0148,0.0713,0.1060,0.0929,0.0236,0.1193
55,0.1087,0.0013,0.0989,0.0164,0.0873,-0.0103,0.1100,0.0725,0.0995,0.1235,0.1235,-0.0254,0.0887,0.0349,0.0921,-0.0195,0.0602,0.1092,0.1137,0.0418,0.1095
55,0.1101,0.0427,0.1206,-0.0035,0.0816,-0.0021,0.1213,0.0324,0.1037,0.1162,0.1229,-0.0016,0.0865,0.0209,0.0802,-0.0095,0.0676,0.1063,0.1105,0.0115,0.1200
55,0.0894,0.0260,0.1076,0.0211,0.0897,-0.0227,0.1443,-0.0019,0.0960,0.1125,0.1201,-0.0087,0.0892,0.0323,0.0918,-0.0158,0.0647,0.1063,0.0952,0.0640,0.1016
55,0.0984,0.0630,0.0997,0.0151,0.0713,-0.0048,0.1285,0.0622,0.1258,0.1623,0.0895,0.1074,0.0760,0.0117,0.0857,0.0106,0.0652,0.1176,0.0936,0.0748,0.0995
55,0.1016,0.0587,0.1158,0.0014,0.0874,-0.0072,0.1454,-0.0053,0.1071,0.1200,0.1225,-0.0169,0.0773,0.0273,0.0916,-0.0032,0.0687,0.1179,0.1103,0.0666,0.1111
55,0.1006,0.0255,0.1336,-0.0014,0.0793,-0.0014,0.1718,-0.0159,0.0866,0.1148,0.1327,-0.0182,0.0789,0.0966,0.0845,-0.0309,0.0753,0.1144,0.0813,0.0967,0.1287
55,0.1095,0.0353,0.1169,0.0066,0.0937,-0.0225,0.1365,0.0108,0.0955,0.1256,0.1042,-0.0111,0.0757,0.0186,0.0815,-0.0084,0.0625,0.1221,0.0931,0.0714,0.1158
55,0.1195,0.0216,0.1092,0.0346,0.0990,-0.0528,0.1538,0.0074,0.0802,0.1169,0.1291,-0.0103,0.0641,0.0494,0.0549,0.0056,0.0673,0.1205,0.0918,0.0751,0.1217
55,0.0734,0.0485,0.1145,0.0227,0.0929,-0.0254,0.1270,0.5816,0.0979,0.1357,0.1241,-0.0014,0.0840,-0.0034,0.0818,-0.0034,0.0588,0.1171,0.0931,0.0827,0.0966
55,0.1111,0.0136,0.1134,0.0230,0.0818,-0.0048,0.0726,0.0860,0.1219,0.1536,0.0866,0.0301,0.0905,0.0172,0.0871,-0.0166,0.0649,0.1065,0.0955,0.1093,0.1050
55,0.1179,0.0342,0.1147,0.0135,0.0876,-0.0193,0.1467,-0.0209,0.0837,0.1491,0.1165,-0.0230,0.0940,0.0415,0.1114,-0.0596,0.0663,0.1102,0.0744,0.3941,0.1187
55,0.0934,0.2156,0.0979,0.0111,0.0842,0.0043,0.0902,0.0649,0.1406,0.5737,0.1187,0.0082,0.0789,0.0106,0.0919,-0.0169,0.0613,0.1121,0.0966,0.0598,0.1180
55,0.0987,0.0482,0.1197,-0.0108,0.0952,-0.0024,0.1467,-0.0454,0.1037,0.2593,0.1251,0.0401,0.1013,0.0133,0.0916,-0.0467,0.0697,0.1086,0.1029,0.0674,0.1208
55,0.1026,0.0366,0.1142,0.0116,0.1000,-0.0193,0.0945,0.1355,0.0981,0.1150,0.1217,-0.0043,0.0837,0.0407,0.1018,-0.0377,0.0591,0.1163,0.0981,0.0621,0.1172
55,0.1040,0.0300,0.1111,0.0019,0.0885,-0.0014,0.1526,-0.0022,0.1106,0.1336,0.1198,0.0040,0.0683,0.0489,0.1066,-0.0177,0.0689,0.1089,0.0936,0.0397,0.1187
55,0.1108,0.0398,0.1234,-0.0050,0.1019,-0.0106,0.1267,-0.0344,0.0853,0.1248,0.1103,0.0172,0.0559,0.0594,0.1093,-0.0164,0.0626,0.1110,0.1055,0.0363,0.0985
55,0.1055,0.0461,0.0942,0.0188,0.0834,-0.0185,0.1034,0.0351,0.1095,0.1412,0.1203,0.0011,0.0657,0.0238,0.0934,-0.0074,0.0615,0.1089,0.1113,0.0334,0.1166
55,0.0958,0.0229,0.1184,0.0029,0.0799,0.0014,0.1116,0.0382,0.0905,0.1731,0.1155,-0.0095,0.0765,0.0130,0.0963,-0.0306,0.0589,0.1102,0.1050,0.0281,0.1055
55,0.1195,0.0097,0.1108,0.0240,0.0829,-0.0056,0.0898,0.5242,0.1461,0.1319,0.1244,-0.0172,0.0821,0.0012,0.0961,-0.0193,0.0537,0.1123,0.1024,0.0943,0.0845
55,0.1132,0.0379,0.1346,-0.0072,0.0824,0.0264,0.1126,-0.0127,0.1203,0.2712,0.1230,0.0702,0.0820,0.0378,0.0900,-0.0556,0.0649,0.1142,0.1029,0.0859,0.1127
55,0.1113,0.0187,0.1404,-0.0014,0.0914,-0.0159,0.1352,-0.0014,0.1177,0.1267,0.1153,-0.0319,0.0802,0.0410,0.0934,-0.0422,0.0562,0.1089,0.1010,0.1133,0.1417
55,0.0971,0.0115,0.1100,0.0061,0.0944,-0.0182,0.1266,0.0849,0.1198,0.1731,0.1072,-0.0206,0.0692,0.0209,0.0924,-0.0269,0.0599,0.1168,0.1142,0.0497,0.1045
55,0.1039,0.0445,0.1119,-0.0053,0.0881,-0.0116,0.1174,0.0446,0.1047,0.1206,0.1056,-0.0222,0.0948,0.0418,0.0898,-0.0562,0.0681,0.1097,0.1029,0.0758,0.1119
55,0.1037,0.0195,0.1232,-0.0090,0.0895,0.0203,0.0960,0.1384,0.1063,0.1111,0.1301,-0.0238,0.0784,0.0310,0.0921,-0.0451,0.0631,0.1044,0.1021,0.0479,0.1171
55,0.1113,0.0136,0.1317,-0.0048,0.0990,-0.0203,0.1541,-0.0135,0.0960,0.1206,0.1135,-0.0330,0.0837,0.0267,0.0837,-0.0322,0.0613,0.1081,0.1021,0.0426,0.1137
55,0.1082,0.0266,0.0942,0.0515,0.0929,0.0061,0.1039,0.2822,0.0960,0.1541,0.1146,-0.0106,0.0742,0.0138,0.0847,-0.0406,0.0689,0.1034,0.1005,0.0608,0.1037
55,0.1163,0.0150,0.1227,0.0098,0.0887,-0.0180,0.1681,-0.0251,0.1113,0.1475,0.1109,-0.0185,0.0871,0.0225,0.0898,-0.0483,0.0647,0.1115,0.1024,0.0384,0.1169
55,0.0961,0.0271,0.1221,0.0206,0.1011,-0.0056,0.0879,0.0984,0.1179,0.1142,0.1117,-0.0248,0.0852,0.0317,0.0781,-0.0266,0.0478,0.1134,0.1013,0.0577,0.0995
55,0.1003,0.0390,0.1142,0.0069,0.0815,-0.0029,0.1662,-0.0296,0.1090,0.1399,0.1064,-0.0341,0.0895,0.0368,0.0787,-0.0388,0.0684,0.1123,0.1029,0.0650,0.1335
55,0.1010,0.0242,0.1039,0.0280,0.0858,-0.0161,0.0865,0.0556,0.0871,0.1299,0.1180,-0.0259,0.0821,0.0344,0.0910,-0.0414,0.0612,0.1047,0.0976,0.0400,0.1465
55,0.0886,0.0279,0.1272,-0.0024,0.0740,-0.0085,0.1536,-0.0251,0.1248,0.1293,0.1190,-0.0232,0.0720,0.0312,0.1182,-0.0630,0.0596,0.1334,0.1140,0.0532,0.1119
55,0.1092,0.0329,0.1111,0.0211,0.0758,-0.0185,0.1053,0.0770,0.0936,0.3249,0.1312,-0.0053,0.0810,0.0491,0.0815,-0.0485,0.0552,0.1123,0.0942,0.0516,0.1145
55,0.0847,0.0463,0.1058,0.0225,0.0892,-0.0140,0.1090,0.0477,0.1335,0.1518,0.0816,0.0203,0.0625,0.0505,0.0781,-0.0253,0.0618,0.1139,0.1045,0.0458,0.1235
55,0.0990,0.0250,0.1039,0.0293,0.0802,-0.0029,0.1407,-0.0046,0.0969,0.1245,0.1151,-0.0214,0.0689,0.0552,0.0736,-0.0332,0.0578,0.1144,0.1021,0.0400,0.1179
55,0.0979,0.0031,0.1042,0.0388,0.0784,-0.0045,0.0892,0.0870,0.0976,0.1699,0.1175,-0.0014,0.0658,0.0370,0.0852,-0.0084,0.0654,0.1123,0.0971,0.1283,0.0660
55,0.1061,0.0648,0.1055,0.0238,0.0907,0.0016,0.0818,0.1086,0.0955,0.1485,0.0966,0.0164,0.0805,0.0349,0.0878,-0.0229,0.0617,0.1150,0.1169,0.0170,0.1227
55,0.1076,0.0258,0.1066,0.0377,0.0963,-0.0116,0.0979,0.0818,0.0929,0.1293,0.1237,-0.0166,0.0886,0.0494,0.0497,-0.0227,0.0589,0.1174,0.1118,0.0445,0.1092
55,0.0855,0.0168,0.0894,0.0367,0.0811,-0.0283,0.0895,0.1021,0.0995,0.3334,0.1048,-0.0101,0.0705,0.0236,0.0766,-0.0037,0.0615,0.1123,0.1082,0.0516,0.1114
55,0.0958,-0.0041,0.1222,0.0188,0.0958,-0.0203,0.0992,0.0957,0.0950,0.1285,0.1199,-0.0225,0.0821,0.0223,0.0868,-0.0345,0.0565,0.1052,0.1153,0.0360,0.1322
55,0.0633,0.0957,0.1132,-0.0014,0.0766,0.0161,0.0805,0.0696,0.0950,0.1032,0.1013,-0.0066,0.0581,0.0072,0.0979,-0.0187,0.0607,0.0970,0.1002,0.0495,0.0918
55,0.0791,0.0706,0.0897,-0.0016,0.0713,0.0151,0.1018,0.0512,0.0414,0.3213,0.1380,0.0114,0.1113,-0.0105,0.0887,-0.0483,0.0652,0.1063,0.0942,0.0669,0.1008
55,0.0921,0.0603,0.0913,0.0101,0.0781,-0.0111,0.0942,0.7754,0.0855,0.1361,0.1079,0.0029,0.0681,0.0291,0.0910,-0.0171,0.0691,0.1147,0.0947,0.0759,0.0913
55,0.1045,0.1252,0.0902,0.0090,0.0852,-0.0111,0.0884,0.1147,0.0818,0.1021,0.1043,-0.0061,0.0876,0.0149,0.0958,-0.0153,0.0620,0.1129,0.0905,0.0803,0.0984
55,0.0971,0.0500,0.0931,0.0230,0.0800,-0.0161,0.1050,0.1031,0.0807,0.1100,0.1048,-0.0069,0.0826,0.0383,0.0663,-0.0219,0.0621,0.1160,0.0794,0.1091,0.1053
55,0.1064,0.0500,0.0973,0.0269,0.0821,-0.0209,0.0948,0.0730,0.0770,0.1206,0.0895,0.0116,0.0760,0.0170,0.0855,-0.0058,0.0676,0.1071,0.0894,0.0629,0.0905
55,0.0886,0.0371,0.1045,0.0098,0.0821,-0.0074,0.1045,0.0778,0.1068,0.1164,0.1043,-0.0246,0.1119,0.0099,0.0805,-0.0193,0.0647,0.1023,0.1060,0.0608,0.0894
55,0.1076,0.0556,0.0857,0.0217,0.0902,-0.0232,0.1116,0.0741,0.0918,0.1201,0.1124,-0.0111,0.0850,0.0310,0.0932,-0.0409,0.0639,0.0973,0.0992,0.0724,0.1105
55,0.0997,0.0680,0.0976,0.0077,0.0921,-0.0198,0.0960,0.0849,0.0963,0.1087,0.1024,-0.0024,0.0855,0.0146,0.0982,-0.0066,0.0665,0.1163,0.0755,0.1972,0.1329
55,0.0863,0.1154,0.1013,-0.0040,0.0935,-0.0019,0.0879,0.0757,0.0140,0.2168,0.1111,0.0066,0.0844,0.0262,0.0972,-0.0214,0.0695,0.1181,0.0971,0.0888,0.1063
55,0.0992,0.0508,0.1050,0.0143,0.0805,-0.0198,0.1021,0.0783,0.0979,0.1101,0.1091,-0.0143,0.0911,0.0101,0.0874,-0.0277,0.0792,0.1071,0.0952,0.1196,0.1414
55,0.0710,0.0234,0.0992,0.0195,0.0894,-0.0182,0.0966,0.4645,0.0926,0.1135,0.1029,0.0050,0.0707,0.0194,0.0997,0.2975,0.0549,0.2574,0.0947,0.1315,0.0781
55,0.0802,0.0205,0.0847,0.0298,0.0778,-0.0074,0.0968,0.0968,0.0960,0.1061,0.1198,-0.0251,0.0805,0.0249,0.0831,-0.0190,0.0623,0.1084,0.0892,0.1078,0.1095
55,0.0918,0.0521,0.0934,0.0135,0.0879,-0.0201,0.1090,0.0522,0.0525,0.2222,0.1055,0.0370,0.0931,0.0215,0.0913,-0.0206,0.0592,0.1086,0.0739,0.1273,0.0984
55,0.0960,0.0105,0.0907,0.0312,0.0898,-0.0412,0.0953,0.1751,0.1047,0.1177,0.1122,-0.0222,0.0842,0.0019,0.0903,-0.0132,0.0594,0.1065,0.0944,0.0893,0.0815
55,0.0881,0.0226,0.1031,0.0293,0.0849,-0.0195,0.1126,0.0361,0.0918,0.1161,0.1111,-0.0180,0.0834,0.0083,0.0815,-0.0042,0.0641,0.1152,0.0863,0.0666,0.0900
55,0.1002,0.0152,0.1108,0.0246,0.0790,-0.0283,0.1030,0.0683,0.0894,0.1093,0.1056,-0.0043,0.0808,0.0172,0.0950,-0.0253,0.0575,0.1047,0.0921,0.0511,0.0907
55,0.0789,0.0071,0.1016,0.0330,0.0828,-0.0277,0.1095,0.0274,0.0813,0.1082,0.1018,0.0074,0.0741,0.0165,0.0926,-0.0295,0.0604,0.1057,0.0836,0.0940,0.0961
55,0.0944,0.0321,0.0931,0.0188,0.0855,-0.0148,0.0773,0.0847,0.0971,0.1146,0.1117,-0.0364,0.0747,0.0404,0.0760,-0.0198,0.0644,0.1152,0.1005,0.0735,0.0855
55,0.1003,-0.0165,0.1116,0.0232,0.0934,-0.0414,0.1366,0.0274,0.1361,0.1027,0.1117,-0.0283,0.0845,0.0170,0.0952,-0.0353,0.0620,0.1221,0.0979,0.0595,0.0829
55,0.0947,0.0247,0.1095,0.0288,0.0820,0.0014,0.1000,0.0947,0.0984,0.1116,0.1145,-0.0304,0.0824,0.0265,0.0768,-0.0195,0.0610,0.1210,0.1103,0.0484,0.0963
55,0.0852,0.0139,0.1026,0.0428,0.0868,0.1522,0.1132,0.1775,0.1232,0.1080,0.1138,-0.0343,0.0847,0.0457,0.0729,-0.0272,0.0771,0.1187,0.0989,0.0711,0.0942
55,0.1034,0.0042,0.1103,0.0277,0.0837,-0.0206,0.1654,0.0116,0.0697,0.1380,0.1204,-0.0027,0.0307,0.1855,0.0952,0.0288,0.0623,0.1276,0.0770,0.1162,0.1155
55,0.0923,0.0245,0.1525,-0.0211,0.0858,-0.0264,0.1045,0.0986,0.1111,0.1161,0.1183,-0.0098,0.0752,0.0194,0.0874,-0.0098,0.0610,0.1163,0.0944,0.0896,0.1024
55,0.0813,-0.0012,0.1203,0.0077,0.0964,-0.0370,0.1557,0.0113,0.1309,0.1058,0.1182,-0.0203,0.0815,0.0225,0.0739,-0.0150,0.0623,0.1305,0.1097,0.0751,0.0857
55,0.0971,0.0374,0.1016,0.0277,0.0829,-0.0053,0.1398,0.0269,0.1060,0.1021,0.1261,-0.0285,0.0889,0.0191,0.0724,-0.0135,0.0587,0.1118,0.1071,0.0555,0.1026
55,0.1018,0.0242,0.1055,0.0304,0.0857,0.0238,0.1058,0.1311,0.0557,0.1409,0.1193,-0.0240,0.0942,0.0178,0.1061,-0.0543,0.0581,0.1305,0.0992,0.1265,0.1058
55,0.1126,0.0432,0.1124,0.0095,0.0942,0.0061,0.0952,0.0311,0.0897,0.1383,0.1115,-0.0201,0.0921,0.0523,0.1011,-0.0599,0.0671,0.1152,0.0939,0.0814,0.1058
55,0.0956,0.0295,0.1169,0.0093,0.0789,0.0074,0.1430,-0.0077,0.1003,0.1465,0.1106,-0.0140,0.0997,0.0270,0.1052,-0.0345,0.0638,0.1205,0.0936,0.0758,0.1145
55,0.0960,0.0210,0.1179,0.0064,0.0902,0.0021,0.0992,0.0701,0.1126,0.1127,0.1111,-0.0050,0.0739,0.0059,0.0969,-0.0372,0.0747,0.1097,0.0889,0.0519,0.1064
55,0.0948,0.0303,0.1396,-0.0045,0.0842,0.0098,0.1205,0.0396,0.1097,0.1167,0.1164,-0.0143,0.0737,0.0281,0.0871,-0.0272,0.0639,0.1086,0.1084,0.0289,0.1005
55,0.0770,0.0282,0.1103,0.0103,0.0908,-0.0143,0.1230,0.0699,0.1058,0.1198,0.1175,-0.0285,0.0834,0.0209,0.0771,-0.0061,0.0597,0.1187,0.1108,0.0421,0.1000
55,0.0924,-0.0062,0.1219,0.0312,0.0934,-0.0137,0.1677,0.0132,0.1256,0.1649,0.1011,-0.0053,0.0937,0.0236,0.0882,-0.0338,0.0776,0.1224,0.1140,0.0648,0.1341
55,0.1116,0.1782,0.0151,0.0256,0.0515,0.3183,0.1005,0.1007,0.1055,0.1186,0.1137,-0.0140,0.0968,0.0217,0.0734,-0.0361,0.0652,0.1102,0.1082,0.0497,0.1211
55,0.0865,0.0115,0.1572,-0.0177,0.0874,0.0074,0.1880,-0.0227,0.0961,0.1193,0.1117,-0.0064,0.1183,-0.0013,0.0853,-0.0063,0.0583,0.1081,0.0984,0.1362,0.0381
55,0.0892,0.2439,0.1132,-0.0037,0.0852,0.0143,0.0960,0.1429,0.0860,0.1227,0.1131,-0.0333,0.0821,0.0441,0.0824,-0.0293,0.0708,0.1142,0.1248,0.0279,0.1121
55,0.0765,0.1294,0.1163,-0.0174,0.1076,0.0135,0.0826,0.2176,0.0021,0.1697,0.1243,0.0472,0.0971,0.0457,0.0681,-0.0232,0.0902,0.1316,0.1187,0.0078,0.1283
55,0.0887,0.0081,0.1258,0.0122,0.0903,-0.0135,0.1396,-0.0032,0.0987,0.1058,0.1151,-0.0338,0.1122,0.0339,0.0873,-0.0464,0.0602,0.1152,0.1105,0.0054,0.1198
55,0.0910,0.0150,0.1308,0.0048,0.0934,0.0153,0.0902,0.0773,0.0926,0.1267,0.1101,-0.0232,0.1053,-0.0026,0.0908,-0.0330,0.0584,0.1129,0.1121,0.0244,0.1201
55,0.0987,0.0121,0.1240,0.0103,0.0749,0.0111,0.1517,-0.0191,0.1059,0.0997,0.1114,-0.0246,0.0708,0.0615,0.0956,-0.0061,0.0681,0.1057,0.1198,-0.0044,0.1235
55,0.0910,0.0250,0.1016,-0.0014,0.0995,-0.0174,0.1221,0.0775,0.1005,0.1122,0.1051,-0.0280,0.1058,0.0180,0.0987,-0.0464,0.0699,0.1171,0.0834,0.1349,0.2263
55,0.0931,0.0645,0.1176,0.0164,0.0573,-0.0011,0.1066,0.0374,0.0794,0.0992,0.1167,-0.0383,0.0829,0.0223,0.1003,-0.0369,0.0683,0.1100,0.1063,0.0793,0.1549
55,0.0586,0.3939,0.1061,-0.0190,0.0715,0.0161,0.0931,0.0841,0.0926,0.1177,0.1180,-0.0172,0.0940,0.0035,0.0982,-0.0464,0.0586,0.1126,0.1205,0.0068,0.1188
55,0.0948,0.0216,0.1304,-0.0014,0.0858,0.0116,0.1377,-0.0272,0.1048,0.0868,0.1196,-0.0330,0.0882,0.0141,0.1076,-0.0340,0.0702,0.1131,0.1219,0.0199,0.1219
55,0.0929,0.0181,0.1322,0.0072,0.0871,0.0016,0.1754,-0.0254,0.1211,0.1045,0.1164,0.0433,0.0238,0.0286,0.0776,0.1601,0.0770,0.1242,0.1013,0.0252,0.0538
55,0.0955,0.0144,0.1047,0.0143,0.0926,-0.0280,0.1478,-0.0235,0.0778,0.1180,0.1019,-0.0021,0.0681,0.0550,0.0924,-0.0206,0.0647,0.1102,0.1045,0.0700,0.1757
55,0.0952,0.4366,0.1343,0.0174,0.0770,0.2260,0.1216,0.0475,0.1145,0.1027,0.1280,-0.0214,0.0884,0.0244,0.0834,-0.0324,0.0718,0.1126,0.1271,0.0231,0.1358
55,0.0894,0.0321,0.0989,0.0090,0.0892,0.0032,0.0889,0.0730,0.1089,0.1106,0.1117,-0.0145,0.0678,0.0241,0.0963,-0.0348,0.0623,0.1005,0.1121,0.0297,0.1153
55,0.0981,0.0463,0.0934,0.0045,0.0813,-0.0087,0.1034,0.0899,0.0966,0.1185,0.1140,-0.0422,0.0931,0.0515,0.0699,-0.0535,0.0984,0.1348,0.1103,0.0429,0.1296
55,0.0863,0.0519,0.0923,0.0082,0.0776,-0.0090,0.1029,0.0477,0.0952,0.1095,0.1143,-0.0314,0.0855,0.0420,0.0803,-0.0504,0.0592,0.1097,0.1013,0.0157,0.1329
55,0.0986,0.0129,0.1024,0.0185,0.0776,-0.0011,0.1003,0.0454,0.0818,0.1083,0.1119,-0.0201,0.0905,0.0172,0.0977,-0.0367,0.0616,0.1068,0.0900,0.0281,0.1129
55,0.0963,0.0358,0.0971,0.0114,0.0731,-0.0056,0.0987,0.0788,0.0979,0.1103,0.1124,-0.0169,0.0789,0.0278,0.0950,-0.0330,0.0613,0.1023,0.1039,0.0126,0.1235
55,0.0913,0.0200,0.1053,0.0182,0.0874,-0.0040,0.0816,0.0609,0.0820,0.1161,0.1058,-0.0269,0.0968,0.0362,0.0863,-0.0435,0.0620,0.1081,0.1105,0.0060,0.1068
55,0.0913,0.0142,0.1002,0.0370,0.0818,-0.0227,0.1092,0.0314,0.0852,0.1251,0.1058,-0.0045,0.1119,0.0315,0.0760,-0.0438,0.0747,0.1250,0.1121,0.0012,0.1535
55,0.0894,0.0350,0.1079,-0.0037,0.0810,0.0024,0.1232,-0.0106,0.0821,0.1170,0.0979,-0.0177,0.0932,0.0178,0.0728,-0.0203,0.0626,0.1158,0.1024,0.0139,0.1171
55,0.0984,0.0176,0.1087,0.0130,0.0757,0.0074,0.0952,0.0301,0.0934,0.1143,0.1177,-0.0359,0.0955,0.0439,0.0742,-0.0190,0.0681,0.1018,0.1108,0.0081,0.1253
55,0.1005,0.0052,0.0987,0.0335,0.0852,-0.0161,0.1406,-0.0206,0.0918,0.1193,0.1037,0.0074,0.0683,0.0581,0.0913,-0.0256,0.0655,0.1089,0.1026,0.0086,0.1419
55,0.0905,0.0150,0.1016,0.0190,0.0726,0.0014,0.1216,0.0050,0.0773,0.1209,0.1062,-0.0148,0.0723,0.0457,0.0665,-0.0042,0.0599,0.0997,0.0981,0.0163,0.1177
55,0.0905,0.0316,0.0863,0.0338,0.0649,0.0130,0.1311,-0.0243,0.0818,0.1135,0.0963,-0.0024,0.0937,0.0365,0.0810,-0.0343,0.0718,0.1073,0.1005,0.0099,0.1153
55,0.1024,0.0034,0.0992,0.0422,0.0974,-0.0227,0.1208,-0.0011,0.1003,0.1259,0.0976,-0.0087,0.0794,0.0302,0.0861,-0.0293,0.0557,0.1028,0.1093,-0.0044,0.1262
55,0.1037,0.0013,0.0876,0.0333,0.0766,-0.0217,0.0892,0.1015,0.0894,0.1140,0.1058,-0.0180,0.0766,0.0244,0.1031,-0.0171,0.0583,0.1002,0.1047,0.0089,0.1135
55,0.0956,-0.0033,0.1079,0.0370,0.0781,-0.0077,0.1381,-0.0175,0.0858,0.1180,0.1090,-0.0211,0.0749,0.0183,0.0936,-0.0237,0.0599,0.0976,0.1000,0.0244,0.1407
55,0.0821,0.0492,0.1026,0.0261,0.0778,0.0014,0.1195,-0.0314,0.0878,0.1270,0.0924,0.0061,0.0591,0.0478,0.0940,-0.0235,0.0600,0.0984,0.1058,-0.0012,0.1291
55,0.1018,0.0242,0.0947,0.0330,0.0647,-0.0011,0.1090,-0.0032,0.0947,0.1074,0.1209,-0.0222,0.0866,0.0310,0.0849,-0.0316,0.0565,0.1013,0.1132,0.0434,0.1269
55,0.0981,0.0094,0.0984,0.0166,0.0908,-0.0198,0.1340,0.3120,0.0868,0.1190,0.1201,-0.0209,0.0911,0.0199,0.0840,-0.0301,0.0645,0.0992,0.1082,0.0097,0.1274
55,0.1074,0.0115,0.1058,0.0040,0.0805,-0.0108,0.1192,0.1253,0.1158,0.1024,0.1071,-0.0045,0.0979,0.0041,0.1005,-0.0187,0.0604,0.1005,0.1082,0.0149,0.1082
55,0.1051,0.0152,0.1034,0.0195,0.0824,-0.0098,0.1214,0.0332,0.1353,0.1209,0.1054,-0.0064,0.0843,-0.0013,0.1024,-0.0348,0.0681,0.1052,0.1205,0.0268,0.1298
55,0.1108,0.0144,0.1060,0.0219,0.0760,0.0014,0.1261,0.0567,0.0995,0.3353,0.0948,0.0478,0.0847,0.0626,0.0557,-0.0306,0.0388,0.3367,0.1068,0.1241,0.1116
55,0.0889,0.0134,0.1134,0.0087,0.0739,-0.0169,0.0937,0.1131,0.0520,0.3822,0.0916,0.0288,0.0747,0.0223,0.0971,-0.0153,0.0562,0.1039,0.0947,0.0136,0.1132
55,0.1005,0.0063,0.1258,-0.0132,0.0853,-0.0156,0.1040,0.0493,0.1008,0.1079,0.1032,-0.0021,0.0921,0.0172,0.0937,-0.0338,0.0668,0.0981,0.1092,0.0128,0.1219
55,0.0871,0.0123,0.1055,0.0166,0.0826,-0.0011,0.1647,-0.0209,0.0897,0.1135,0.1024,-0.0256,0.0718,0.0333,0.0953,-0.0335,0.0568,0.1047,0.0881,0.0490,0.1282
55,0.0966,0.0316,0.1071,0.0095,0.0852,-0.0166,0.1279,-0.0077,0.0947,0.1090,0.0896,-0.0101,0.0824,0.0157,0.0944,-0.0440,0.0670,0.1044,0.0958,0.0255,0.1282
55,0.1011,0.0345,0.1198,-0.0082,0.0895,-0.0011,0.1354,-0.0299,0.1066,0.1256,0.0990,-0.0185,0.0810,0.0557,0.0786,-0.0274,0.0575,0.1063,0.0907,0.0555,0.1106
55,0.0934,0.0115,0.1200,0.0037,0.0784,-0.0011,0.1290,-0.0314,0.1084,0.1143,0.1109,-0.0246,0.0774,0.0341,0.1016,-0.0385,0.0684,0.0981,0.1137,0.0097,0.1309
55,0.0969,0.0097,0.1079,0.0182,0.0865,0.0586,0.1164,-0.0209,0.0895,0.1446,0.0971,0.0011,0.0660,0.0589,0.0847,-0.0295,0.0668,0.1044,0.1026,0.0112,0.1137
55,0.0869,-0.0036,0.1056,0.0409,0.0723,0.0143,0.1137,0.0182,0.1084,0.1135,0.1025,-0.0143,0.0671,0.0402,0.0850,-0.0190,0.0594,0.1026,0.1042,0.0613,0.0567
55,0.0976,0.1186,0.1045,0.0087,0.0915,0.0043,0.1198,0.3064,0.1002,0.1201,0.1053,-0.0190,0.1021,0.0064,0.0848,-0.0338,0.0531,0.1379,0.1174,0.0257,0.1024
55,0.0958,0.0034,0.1256,0.0412,0.0778,0.0056,0.1211,0.0092,0.0923,0.1116,0.1256,0.0014,0.0678,0.0302,0.0712,0.0278,0.0776,0.1100,0.0976,0.0205,0.1190
55,0.0902,0.0239,0.1200,-0.0190,0.0971,-0.0124,0.1517,-0.0336,0.1077,0.1227,0.1269,-0.0354,0.0776,0.0291,0.0871,-0.0348,0.0531,0.1160,0.1145,0.0326,0.1163
55,0.0971,0.0160,0.1171,0.0040,0.0805,-0.0085,0.1405,-0.0241,0.0940,0.1088,0.1190,0.0151,0.0530,0.3176,0.0881,0.0019,0.0594,0.1150,0.0926,0.0242,0.1345
55,0.0794,0.0282,0.1155,-0.0058,0.0873,0.0053,0.1301,-0.0291,0.1066,0.1130,0.1140,-0.0554,0.1040,0.0375,0.0871,-0.0422,0.0644,0.0973,0.1256,0.0136,0.1411
55,0.0797,0.0042,0.1295,-0.0053,0.0921,0.0019,0.0997,0.2273,0.1153,0.1140,0.1211,-0.0169,0.0739,0.0212,0.1043,-0.0193,0.0750,0.1150,0.1263,0.0323,0.1011
